;;;(oC);(%);(m/s);(oC);;(%);;(m/s);;(oC);;(%);;(mm);(MJ/m2.d);;;;
ANO;MES;DIA;TMED;URMED;VentoMED;TMAX;TMAX_hora;URMAX;URMAX_hora;VentoMAX;VentoMAX_hora;TMIN;TMIN_hora;URMIN;URMIN_hora;Chuva;Rad.Glob.;Estiagem;Semestre;ElNino;Estacao
1903;7;4;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;5;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;6;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;7;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;8;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;9;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;10;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;11;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;12;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;13;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;14;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;15;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;16;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;17;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;18;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;19;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;20;;;;;;;;;;;;;;0;;22;2;;Inverno
1903;7;21;;;;;;;;;;;;;;0,6;;0;2;;Inverno
1903;7;22;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;23;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;24;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;25;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;26;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;27;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;28;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;29;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;30;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;7;31;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;1;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;2;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;3;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;4;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;5;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;6;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;7;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;8;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;9;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;10;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;11;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;12;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;13;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;14;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;15;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;16;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;17;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;18;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;19;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;20;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;21;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;22;;;;;;;;;;;;;;0;;32;2;;Inverno
1903;8;23;;;;;;;;;;;;;;9;;0;2;;Inverno
1903;8;24;;;;;;;;;;;;;;2,4;;0;2;;Inverno
1903;8;25;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;8;26;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;8;27;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;8;28;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;8;29;;;;;;;;;;;;;;8;;0;2;;Inverno
1903;8;30;;;;;;;;;;;;;;0;;2;2;;Inverno
1903;8;31;;;;;;;;;;;;;;0;;2;2;;Inverno
1903;9;1;;;;;;;;;;;;;;4,2;;0;2;;Inverno
1903;9;2;;;;;;;;;;;;;;4;;0;2;;Inverno
1903;9;3;;;;;;;;;;;;;;6,4;;0;2;;Inverno
1903;9;4;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;9;5;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;9;6;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;9;7;;;;;;;;;;;;;;0;;4;2;;Inverno
1903;9;8;;;;;;;;;;;;;;1,6;;0;2;;Inverno
1903;9;9;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;10;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;11;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;12;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;13;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;14;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;15;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;16;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;17;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;18;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;19;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;20;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;21;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;22;;;;;;;;;;;;;;0;;31;2;;Inverno
1903;9;23;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;24;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;25;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;26;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;27;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;28;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;29;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;9;30;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;1;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;2;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;3;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;4;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;5;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;6;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;7;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;8;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;9;;;;;;;;;;;;;;0;;31;2;;Primavera
1903;10;10;;;;;;;;;;;;;;12,3;;0;2;;Primavera
1903;10;11;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;12;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;13;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;14;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;15;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;16;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;17;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;18;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;19;;;;;;;;;;;;;;0;;9;2;;Primavera
1903;10;20;;;;;;;;;;;;;;37,7;;0;2;;Primavera
1903;10;21;;;;;;;;;;;;;;0;;3;2;;Primavera
1903;10;22;;;;;;;;;;;;;;0;;3;2;;Primavera
1903;10;23;;;;;;;;;;;;;;0;;3;2;;Primavera
1903;10;24;;;;;;;;;;;;;;8;;0;2;;Primavera
1903;10;25;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;26;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;27;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;28;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;29;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;30;;;;;;;;;;;;;;0;;6;2;;Primavera
1903;10;31;;;;;;;;;;;;;;41,6;;0;2;;Primavera
1903;11;1;;;;;;;;;;;;;;7,4;;0;2;;Primavera
1903;11;2;;;;;;;;;;;;;;42,2;;0;2;;Primavera
1903;11;3;;;;;;;;;;;;;;2;;0;2;;Primavera
1903;11;4;;;;;;;;;;;;;;5,2;;0;2;;Primavera
1903;11;5;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;6;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;7;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;8;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;9;;;;;;;;;;;;;;3;;0;2;;Primavera
1903;11;10;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;11;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;12;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;13;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;11;14;;;;;;;;;;;;;;4;;0;2;;Primavera
1903;11;15;;;;;;;;;;;;;;10;;0;2;;Primavera
1903;11;16;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;11;17;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;11;18;;;;;;;;;;;;;;5;;0;2;;Primavera
1903;11;19;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;20;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;21;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;22;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;23;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;24;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;25;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;26;;;;;;;;;;;;;;0;;8;2;;Primavera
1903;11;27;;;;;;;;;;;;;;0,2;;0;2;;Primavera
1903;11;28;;;;;;;;;;;;;;9,6;;0;2;;Primavera
1903;11;29;;;;;;;;;;;;;;4,8;;0;2;;Primavera
1903;11;30;;;;;;;;;;;;;;0;;1;2;;Primavera
1903;12;1;;;;;;;;;;;;;;6,4;;0;2;;Primavera
1903;12;2;;;;;;;;;;;;;;92,4;;0;2;;Primavera
1903;12;3;;;;;;;;;;;;;;6;;0;2;;Primavera
1903;12;4;;;;;;;;;;;;;;12,6;;0;2;;Primavera
1903;12;5;;;;;;;;;;;;;;0;;1;2;;Primavera
1903;12;6;;;;;;;;;;;;;;40;;0;2;;Primavera
1903;12;7;;;;;;;;;;;;;;3,4;;0;2;;Primavera
1903;12;8;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;12;9;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;12;10;;;;;;;;;;;;;;1,5;;0;2;;Primavera
1903;12;11;;;;;;;;;;;;;;25,2;;0;2;;Primavera
1903;12;12;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;12;13;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;12;14;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;12;15;;;;;;;;;;;;;;0;;4;2;;Primavera
1903;12;16;;;;;;;;;;;;;;29;;0;2;;Primavera
1903;12;17;;;;;;;;;;;;;;24,2;;0;2;;Primavera
1903;12;18;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;12;19;;;;;;;;;;;;;;0;;2;2;;Primavera
1903;12;20;;;;;;;;;;;;;;62;;0;2;;Primavera
1903;12;21;;;;;;;;;;;;;;10,2;;0;2;;Primavera
1903;12;22;;;;;;;;;;;;;;23,4;;0;2;;Verão
1903;12;23;;;;;;;;;;;;;;0;;1;2;;Verão
1903;12;24;;;;;;;;;;;;;;18,4;;0;2;;Verão
1903;12;25;;;;;;;;;;;;;;1;;0;2;;Verão
1903;12;26;;;;;;;;;;;;;;8;;0;2;;Verão
1903;12;27;;;;;;;;;;;;;;13;;0;2;;Verão
1903;12;28;;;;;;;;;;;;;;43,2;;0;2;;Verão
1903;12;29;;;;;;;;;;;;;;0;;3;2;;Verão
1903;12;30;;;;;;;;;;;;;;0;;3;2;;Verão
1903;12;31;;;;;;;;;;;;;;0;;3;2;;Verão
1904;1;1;;;;;;;;;;;;;;3,1;;0;1;;Verão
1904;1;2;;;;;;;;;;;;;;0;;2;1;;Verão
1904;1;3;;;;;;;;;;;;;;0;;2;1;;Verão
1904;1;4;;;;;;;;;;;;;;2;;0;1;;Verão
1904;1;5;;;;;;;;;;;;;;9;;0;1;;Verão
1904;1;6;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;7;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;8;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;9;;;;;;;;;;;;;;32,6;;0;1;;Verão
1904;1;10;;;;;;;;;;;;;;0;;2;1;;Verão
1904;1;11;;;;;;;;;;;;;;0;;2;1;;Verão
1904;1;12;;;;;;;;;;;;;;10;;0;1;;Verão
1904;1;13;;;;;;;;;;;;;;18;;0;1;;Verão
1904;1;14;;;;;;;;;;;;;;16;;0;1;;Verão
1904;1;15;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;16;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;17;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;18;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;19;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;20;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;21;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;22;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;23;;;;;;;;;;;;;;0;;9;1;;Verão
1904;1;24;;;;;;;;;;;;;;32,6;;0;1;;Verão
1904;1;25;;;;;;;;;;;;;;0;;1;1;;Verão
1904;1;26;;;;;;;;;;;;;;10;;0;1;;Verão
1904;1;27;;;;;;;;;;;;;;25,4;;0;1;;Verão
1904;1;28;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;29;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;30;;;;;;;;;;;;;;0;;3;1;;Verão
1904;1;31;;;;;;;;;;;;;;9;;0;1;;Verão
1904;2;1;;;;;;;;;;;;;;53;;0;1;;Verão
1904;2;2;;;;;;;;;;;;;;0;;2;1;;Verão
1904;2;3;;;;;;;;;;;;;;0;;2;1;;Verão
1904;2;4;;;;;;;;;;;;;;14;;0;1;;Verão
1904;2;5;;;;;;;;;;;;;;35;;0;1;;Verão
1904;2;6;;;;;;;;;;;;;;10;;0;1;;Verão
1904;2;7;;;;;;;;;;;;;;7;;0;1;;Verão
1904;2;8;;;;;;;;;;;;;;9;;0;1;;Verão
1904;2;9;;;;;;;;;;;;;;7;;0;1;;Verão
1904;2;10;;;;;;;;;;;;;;3;;0;1;;Verão
1904;2;11;;;;;;;;;;;;;;40;;0;1;;Verão
1904;2;12;;;;;;;;;;;;;;54;;0;1;;Verão
1904;2;13;;;;;;;;;;;;;;10;;0;1;;Verão
1904;2;14;;;;;;;;;;;;;;33,5;;0;1;;Verão
1904;2;15;;;;;;;;;;;;;;0;;2;1;;Verão
1904;2;16;;;;;;;;;;;;;;0;;2;1;;Verão
1904;2;17;;;;;;;;;;;;;;25;;0;1;;Verão
1904;2;18;;;;;;;;;;;;;;0;;4;1;;Verão
1904;2;19;;;;;;;;;;;;;;0;;4;1;;Verão
1904;2;20;;;;;;;;;;;;;;0;;4;1;;Verão
1904;2;21;;;;;;;;;;;;;;0;;4;1;;Verão
1904;2;22;;;;;;;;;;;;;;1;;0;1;;Verão
1904;2;23;;;;;;;;;;;;;;8,6;;0;1;;Verão
1904;2;24;;;;;;;;;;;;;;0;;18;1;;Verão
1904;2;25;;;;;;;;;;;;;;0;;18;1;;Verão
1904;2;26;;;;;;;;;;;;;;0;;18;1;;Verão
1904;2;27;;;;;;;;;;;;;;0;;18;1;;Verão
1904;2;28;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;1;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;2;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;3;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;4;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;5;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;6;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;7;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;8;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;9;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;10;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;11;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;12;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;13;;;;;;;;;;;;;;0;;18;1;;Verão
1904;3;14;;;;;;;;;;;;;;3;;0;1;;Verão
1904;3;15;;;;;;;;;;;;;;1,1;;0;1;;Verão
1904;3;16;;;;;;;;;;;;;;0;;2;1;;Verão
1904;3;17;;;;;;;;;;;;;;0;;2;1;;Verão
1904;3;18;;;;;;;;;;;;;;23;;0;1;;Verão
1904;3;19;;;;;;;;;;;;;;2,1;;0;1;;Verão
1904;3;20;;;;;;;;;;;;;;0;;4;1;;Verão
1904;3;21;;;;;;;;;;;;;;0;;4;1;;Outono
1904;3;22;;;;;;;;;;;;;;0;;4;1;;Outono
1904;3;23;;;;;;;;;;;;;;0;;4;1;;Outono
1904;3;24;;;;;;;;;;;;;;31,2;;0;1;;Outono
1904;3;25;;;;;;;;;;;;;;0;;3;1;;Outono
1904;3;26;;;;;;;;;;;;;;0;;3;1;;Outono
1904;3;27;;;;;;;;;;;;;;0;;3;1;;Outono
1904;3;28;;;;;;;;;;;;;;1,2;;0;1;;Outono
1904;3;29;;;;;;;;;;;;;;0;;4;1;;Outono
1904;3;30;;;;;;;;;;;;;;0;;4;1;;Outono
1904;3;31;;;;;;;;;;;;;;0;;4;1;;Outono
1904;4;1;;;;;;;;;;;;;;0;;4;1;;Outono
1904;4;2;;;;;;;;;;;;;;20,6;;0;1;;Outono
1904;4;3;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;4;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;5;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;6;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;7;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;8;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;9;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;10;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;11;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;12;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;13;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;14;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;15;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;16;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;17;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;18;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;19;;;;;;;;;;;;;;0;;17;1;;Outono
1904;4;20;;;;;;;;;;;;;;10;;0;1;;Outono
1904;4;21;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;22;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;23;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;24;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;25;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;26;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;27;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;28;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;29;;;;;;;;;;;;;;0;;21;1;;Outono
1904;4;30;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;1;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;2;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;3;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;4;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;5;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;6;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;7;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;8;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;9;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;10;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;11;;;;;;;;;;;;;;0;;21;1;;Outono
1904;5;12;;;;;;;;;;;;;;28;;0;1;;Outono
1904;5;13;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;14;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;15;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;16;;;;;;;;;;;;;;16;;0;1;;Outono
1904;5;17;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;18;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;19;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;20;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;21;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;22;;;;;;;;;;;;;;0;;6;1;;Outono
1904;5;23;;;;;;;;;;;;;;7;;0;1;;Outono
1904;5;24;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;25;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;26;;;;;;;;;;;;;;0;;3;1;;Outono
1904;5;27;;;;;;;;;;;;;;4;;0;1;;Outono
1904;5;28;;;;;;;;;;;;;;16;;0;1;;Outono
1904;5;29;;;;;;;;;;;;;;1;;0;1;;Outono
1904;5;30;;;;;;;;;;;;;;0;;11;1;;Outono
1904;5;31;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;1;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;2;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;3;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;4;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;5;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;6;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;7;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;8;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;9;;;;;;;;;;;;;;0;;11;1;;Outono
1904;6;10;;;;;;;;;;;;;;26;;0;1;;Outono
1904;6;11;;;;;;;;;;;;;;0;;3;1;;Outono
1904;6;12;;;;;;;;;;;;;;0;;3;1;;Outono
1904;6;13;;;;;;;;;;;;;;0;;3;1;;Outono
1904;6;14;;;;;;;;;;;;;;28,6;;0;1;;Outono
1904;6;15;;;;;;;;;;;;;;0,6;;0;1;;Outono
1904;6;16;;;;;;;;;;;;;;0;;7;1;;Outono
1904;6;17;;;;;;;;;;;;;;0;;7;1;;Outono
1904;6;18;;;;;;;;;;;;;;0;;7;1;;Outono
1904;6;19;;;;;;;;;;;;;;0;;7;1;;Outono
1904;6;20;;;;;;;;;;;;;;0;;7;1;;Outono
1904;6;21;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;22;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;23;;;;;;;;;;;;;;8,8;;0;1;;Inverno
1904;6;24;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;25;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;26;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;27;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;28;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;29;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;6;30;;;;;;;;;;;;;;0;;7;1;;Inverno
1904;7;1;;;;;;;;;;;;;;12;;0;2;;Inverno
1904;7;2;;;;;;;;;;;;;;0,6;;0;2;;Inverno
1904;7;3;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;4;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;5;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;6;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;7;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;8;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;9;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;10;;;;;;;;;;;;;;0;;8;2;;Inverno
1904;7;11;;;;;;;;;;;;;;6;;0;2;;Inverno
1904;7;12;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;13;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;14;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;15;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;16;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;17;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;18;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;19;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;20;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;21;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;22;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;23;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;24;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;25;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;26;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;27;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;28;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;29;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;30;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;7;31;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;1;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;2;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;3;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;4;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;5;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;6;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;7;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;8;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;9;;;;;;;;;;;;;;0;;29;2;;Inverno
1904;8;10;;;;;;;;;;;;;;0,3;;0;2;;Inverno
1904;8;11;;;;;;;;;;;;;;0;;4;2;;Inverno
1904;8;12;;;;;;;;;;;;;;0;;4;2;;Inverno
1904;8;13;;;;;;;;;;;;;;0;;4;2;;Inverno
1904;8;14;;;;;;;;;;;;;;0;;4;2;;Inverno
1904;8;15;;;;;;;;;;;;;;33;;0;2;;Inverno
1904;8;16;;;;;;;;;;;;;;0;;1;2;;Inverno
1904;8;17;;;;;;;;;;;;;;21;;0;2;;Inverno
1904;8;18;;;;;;;;;;;;;;12;;0;2;;Inverno
1904;8;19;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;20;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;21;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;22;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;23;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;24;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;25;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;26;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;27;;;;;;;;;;;;;;0;;9;2;;Inverno
1904;8;28;;;;;;;;;;;;;;1,1;;0;2;;Inverno
