;;;(oC);(%);(m/s);(oC);;(%);;(m/s);;(oC);;(%);;(mm);(MJ/m2.d);;;;
ANO;MES;DIA;TMED;URMED;VentoMED;TMAX;TMAX_hora;URMAX;URMAX_hora;VentoMAX;VentoMAX_hora;TMIN;TMIN_hora;URMIN;URMIN_hora;Chuva;Rad.Glob.;Estiagem;Semestre;ElNino;Estacao
1921;1;14;19,6;;;23,2;;;;;;16;;;;0;;2;1;;Verão
1921;1;15;19,3;;;23,2;;;;;;15,4;;;;0;;2;1;;Verão
1921;1;16;21,4;;;26;;;;;;16,8;;;;14;;0;1;;Verão
1921;1;17;23,6;;;27,4;;;;;;19,8;;;;3,2;;0;1;;Verão
1921;1;18;24,9;;;29,8;;;;;;20;;;;5,5;;0;1;;Verão
1921;1;19;26,2;;;31,4;;;;;;21;;;;0,8;;0;1;;Verão
1921;1;20;24,9;;;28,8;;;;;;21;;;;12;;0;1;;Verão
1921;1;21;24,6;;;29,2;;;;;;20;;;;41,2;;0;1;;Verão
1921;1;22;23,6;;;29;;;;;;18,2;;;;0,7;;0;1;;Verão
1921;1;23;23,6;;;29,2;;;;;;18;;;;0;;1;1;;Verão
1921;1;24;22,7;;;26,4;;;;;;19;;;;3;;0;1;;Verão
1921;1;25;23,6;;;28;;;;;;19,2;;;;0;;1;1;;Verão
1921;1;26;25;;;30,4;;;;;;19,6;;;;21;;0;1;;Verão
1921;1;27;24,9;;;29,8;;;;;;20;;;;21,6;;0;1;;Verão
1921;1;28;24,4;;;28,8;;;;;;20;;;;7,8;;0;1;;Verão
1921;1;29;23,3;;;26,5;;;;;;20;;;;4,2;;0;1;;Verão
1921;1;30;25;;;29;;;;;;21;;;;11,2;;0;1;;Verão
1921;1;31;25;;;29;;;;;;21;;;;5,4;;0;1;;Verão
1921;2;1;23,4;;;26,8;;;;;;20;;;;37,6;;0;1;;Verão
1921;2;2;23,5;;;27;;;;;;20;;;;1;;0;1;;Verão
1921;2;3;23,8;;;26,5;;;;;;21;;;;20,6;;0;1;;Verão
1921;2;4;25,3;;;29,6;;;;;;21;;;;3,4;;0;1;;Verão
1921;2;5;25,7;;;30;;;;;;21,4;;;;0;;3;1;;Verão
1921;2;6;26;;;33;;;;;;19;;;;0;;3;1;;Verão
1921;2;7;25,5;;;31;;;;;;20;;;;0;;3;1;;Verão
1921;2;8;26,8;;;33,6;;;;;;20;;;;4;;0;1;;Verão
1921;2;9;26,9;;;33;;;;;;20,8;;;;0;;1;1;;Verão
1921;2;10;26,2;;;32,4;;;;;;20;;;;3;;0;1;;Verão
1921;2;11;24,2;;;29,2;;;;;;19,2;;;;0;;1;1;;Verão
1921;2;12;25,5;;;31;;;;;;20;;;;7,6;;0;1;;Verão
1921;2;13;25,5;;;31;;;;;;20;;;;0;;5;1;;Verão
1921;2;14;25,5;;;31;;;;;;20;;;;0;;5;1;;Verão
1921;2;15;26,2;;;33;;;;;;19,4;;;;0;;5;1;;Verão
1921;2;16;28,5;;;37;;;;;;20;;;;0;;5;1;;Verão
1921;2;17;27,5;;;34;;;;;;21;;;;0;;5;1;;Verão
1921;2;18;26,9;;;34;;;;;;19,8;;;;4,1;;0;1;;Verão
1921;2;19;27;;;34;;;;;;20;;;;0;;1;1;;Verão
1921;2;20;26,6;;;33,2;;;;;;20;;;;6,2;;0;1;;Verão
1921;2;21;22,4;;;26;;;;;;18,8;;;;0,7;;0;1;;Verão
1921;2;22;23,5;;;29,4;;;;;;17,5;;;;0;;1;1;;Verão
1921;2;23;22,1;;;26,8;;;;;;17,4;;;;3;;0;1;;Verão
1921;2;24;22,7;;;28,6;;;;;;16,8;;;;0;;2;1;;Verão
1921;2;25;23;;;30;;;;;;16;;;;0;;2;1;;Verão
1921;2;26;22,7;;;28,2;;;;;;17,2;;;;10;;0;1;;Verão
1921;2;27;23,6;;;30,2;;;;;;17;;;;0;;1;1;;Verão
1921;2;28;22,6;;;26,8;;;;;;18,4;;;;0,3;;0;1;;Verão
1921;3;1;22,4;;;26,4;;;;;;18,4;;;;2;;0;1;;Verão
1921;3;2;25;;;31,2;;;;;;18,8;;;;0;;3;1;;Verão
1921;3;3;24,9;;;29,8;;;;;;20;;;;0;;3;1;;Verão
1921;3;4;26,1;;;32;;;;;;20,2;;;;0;;3;1;;Verão
1921;3;5;25,5;;;32,4;;;;;;18,6;;;;1,7;;0;1;;Verão
1921;3;6;23,8;;;27,6;;;;;;20;;;;0;;6;1;;Verão
1921;3;7;24,1;;;30,5;;;;;;17,8;;;;0;;6;1;;Verão
1921;3;8;25,5;;;32;;;;;;19;;;;0;;6;1;;Verão
1921;3;9;24,1;;;30,5;;;;;;17,8;;;;0;;6;1;;Verão
1921;3;10;22,6;;;27,2;;;;;;18;;;;0;;6;1;;Verão
1921;3;11;24;;;31;;;;;;17;;;;0;;6;1;;Verão
1921;3;12;25,4;;;32,8;;;;;;18;;;;0,2;;0;1;;Verão
1921;3;13;26,1;;;31,2;;;;;;21;;;;2;;0;1;;Verão
1921;3;14;26,6;;;32,2;;;;;;21;;;;0;;1;1;;Verão
1921;3;15;25;;;30,2;;;;;;19,8;;;;0,2;;0;1;;Verão
1921;3;16;23,9;;;28,4;;;;;;19,4;;;;0,8;;0;1;;Verão
1921;3;17;23,4;;;26;;;;;;20,8;;;;6,5;;0;1;;Verão
1921;3;18;25,3;;;31;;;;;;19,6;;;;0;;1;1;;Verão
1921;3;19;24,4;;;30;;;;;;18,8;;;;0,2;;0;1;;Verão
1921;3;20;24;;;29;;;;;;19;;;;4,2;;0;1;;Verão
1921;3;21;21,8;;;25,6;;;;;;18;;;;0;;12;1;;Outono
1921;3;22;21;;;25;;;;;;17;;;;0;;12;1;;Outono
1921;3;23;22;;;27;;;;;;17;;;;0;;12;1;;Outono
1921;3;24;23,5;;;30,5;;;;;;16,4;;;;0;;12;1;;Outono
1921;3;25;23,2;;;30,4;;;;;;16;;;;0;;12;1;;Outono
1921;3;26;25,3;;;33,5;;;;;;17;;;;0;;12;1;;Outono
1921;3;27;26,4;;;34;;;;;;18,8;;;;0;;12;1;;Outono
1921;3;28;26,3;;;33,6;;;;;;19;;;;0;;12;1;;Outono
1921;3;29;27;;;35;;;;;;19;;;;0;;12;1;;Outono
1921;3;30;26,6;;;32,5;;;;;;20,8;;;;0;;12;1;;Outono
1921;3;31;27,4;;;33,8;;;;;;21;;;;0;;12;1;;Outono
1921;4;1;26,7;;;32;;;;;;21,4;;;;0;;12;1;;Outono
1921;4;2;25,6;;;31,5;;;;;;19,8;;;;1,4;;0;1;;Outono
1921;4;3;26,2;;;33,4;;;;;;19;;;;8,5;;0;1;;Outono
1921;4;4;25,1;;;32,2;;;;;;18;;;;0;;3;1;;Outono
1921;4;5;25,8;;;34;;;;;;17,6;;;;0;;3;1;;Outono
1921;4;6;26,1;;;32,8;;;;;;19,4;;;;0;;3;1;;Outono
1921;4;7;24,5;;;30,4;;;;;;18,5;;;;11;;0;1;;Outono
1921;4;8;21,5;;;25;;;;;;18;;;;10,8;;0;1;;Outono
1921;4;9;19,5;;;22;;;;;;17;;;;0;;34;1;;Outono
1921;4;10;20,9;;;26;;;;;;15,8;;;;0;;34;1;;Outono
1921;4;11;17;;;24;;;;;;10;;;;0;;34;1;;Outono
1921;4;12;15,4;;;23,8;;;;;;7;;;;0;;34;1;;Outono
1921;4;13;16,9;;;24,4;;;;;;9,4;;;;0;;34;1;;Outono
1921;4;14;19,6;;;28,2;;;;;;11;;;;0;;34;1;;Outono
1921;4;15;19,6;;;28;;;;;;11,2;;;;0;;34;1;;Outono
1921;4;16;20,2;;;28;;;;;;12,4;;;;0;;34;1;;Outono
1921;4;17;20,6;;;27,8;;;;;;13,4;;;;0;;34;1;;Outono
1921;4;18;18,8;;;25,2;;;;;;12,4;;;;0;;34;1;;Outono
1921;4;19;17,8;;;24,6;;;;;;11;;;;0;;34;1;;Outono
1921;4;20;17,7;;;25,4;;;;;;10;;;;0;;34;1;;Outono
1921;4;21;18,5;;;27,4;;;;;;9,5;;;;0;;34;1;;Outono
1921;4;22;20,3;;;28,6;;;;;;12;;;;0;;34;1;;Outono
1921;4;23;20,4;;;29;;;;;;11,8;;;;0;;34;1;;Outono
1921;4;24;21,1;;;30;;;;;;12,2;;;;0;;34;1;;Outono
1921;4;25;20,5;;;30;;;;;;11;;;;0;;34;1;;Outono
1921;4;26;20;;;28,5;;;;;;11,4;;;;0;;34;1;;Outono
1921;4;27;20,5;;;29;;;;;;12;;;;0;;34;1;;Outono
1921;4;28;20;;;30;;;;;;10;;;;0;;34;1;;Outono
1921;4;29;21,3;;;31,6;;;;;;11;;;;0;;34;1;;Outono
1921;4;30;21,1;;;30,2;;;;;;12;;;;0;;34;1;;Outono
1921;5;1;20,8;;;29;;;;;;12,6;;;;0;;34;1;;Outono
1921;5;2;20,5;;;29;;;;;;12;;;;0;;34;1;;Outono
1921;5;3;20,9;;;29,8;;;;;;12;;;;0;;34;1;;Outono
1921;5;4;21,2;;;30,4;;;;;;12;;;;0;;34;1;;Outono
1921;5;5;21,4;;;31;;;;;;11,8;;;;0;;34;1;;Outono
1921;5;6;21,8;;;31,6;;;;;;12;;;;0;;34;1;;Outono
1921;5;7;22;;;32,1;;;;;;12;;;;0;;34;1;;Outono
1921;5;8;21;;;32;;;;;;10;;;;0;;34;1;;Outono
1921;5;9;18;;;29;;;;;;7;;;;0;;34;1;;Outono
1921;5;10;19,7;;;29;;;;;;10,4;;;;0;;34;1;;Outono
1921;5;11;20,5;;;31;;;;;;10;;;;0;;34;1;;Outono
1921;5;12;21,3;;;31;;;;;;11,5;;;;0;;34;1;;Outono
1921;5;13;17;;;19;;;;;;15;;;;26,5;;0;1;;Outono
1921;5;14;20,5;;;25;;;;;;16;;;;0;;20;1;;Outono
1921;5;15;19;;;24,5;;;;;;13,6;;;;0;;20;1;;Outono
1921;5;16;19,5;;;27;;;;;;12;;;;0;;20;1;;Outono
1921;5;17;21,1;;;28,8;;;;;;13,4;;;;0;;20;1;;Outono
1921;5;18;21;;;29;;;;;;13;;;;0;;20;1;;Outono
1921;5;19;19,7;;;26,8;;;;;;12,6;;;;0;;20;1;;Outono
1921;5;20;16;;;22;;;;;;10;;;;0;;20;1;;Outono
1921;5;21;15,9;;;25,2;;;;;;6,5;;;;0;;20;1;;Outono
1921;5;22;17;;;27;;;;;;7;;;;0;;20;1;;Outono
1921;5;23;17,7;;;26,4;;;;;;9;;;;0;;20;1;;Outono
1921;5;24;16,6;;;26,2;;;;;;7;;;;0;;20;1;;Outono
1921;5;25;16,5;;;26,5;;;;;;6,5;;;;0;;20;1;;Outono
1921;5;26;18,5;;;29;;;;;;8;;;;0;;20;1;;Outono
1921;5;27;17,7;;;26,4;;;;;;9;;;;0;;20;1;;Outono
1921;5;28;15,7;;;23,4;;;;;;8;;;;0;;20;1;;Outono
1921;5;29;14,6;;;23,4;;;;;;5,8;;;;0;;20;1;;Outono
1921;5;30;15,2;;;26,4;;;;;;4;;;;0;;20;1;;Outono
1921;5;31;18;;;28;;;;;;8;;;;0;;20;1;;Outono
1921;6;1;18,5;;;28;;;;;;9;;;;0;;20;1;;Outono
1921;6;2;19,1;;;28,2;;;;;;10;;;;0;;20;1;;Outono
1921;6;3;20,2;;;25;;;;;;15,4;;;;6;;0;1;;Outono
1921;6;4;15,3;;;18,6;;;;;;12;;;;0;;1;1;;Outono
1921;6;5;15,9;;;21,8;;;;;;10;;;;0,3;;0;1;;Outono
1921;6;6;15,4;;;17,8;;;;;;13;;;;13;;0;1;;Outono
1921;6;7;10,9;;;14,4;;;;;;7,4;;;;0,3;;0;1;;Outono
1921;6;8;11,5;;;17;;;;;;6;;;;0;;8;1;;Outono
1921;6;9;10,8;;;20,5;;;;;;1;;;;0;;8;1;;Outono
1921;6;10;13,5;;;24;;;;;;3;;;;0;;8;1;;Outono
1921;6;11;15,5;;;26;;;;;;5;;;;0;;8;1;;Outono
1921;6;12;16,2;;;26,4;;;;;;6;;;;0;;8;1;;Outono
1921;6;13;16;;;26;;;;;;6;;;;0;;8;1;;Outono
1921;6;14;20,2;;;27,4;;;;;;13;;;;0;;8;1;;Outono
1921;6;15;21,5;;;28,2;;;;;;14,8;;;;0;;8;1;;Outono
1921;6;16;21,6;;;27;;;;;;16,2;;;;5,5;;0;1;;Outono
1921;6;17;18,3;;;22,6;;;;;;14;;;;0,2;;0;1;;Outono
1921;6;18;17,5;;;23;;;;;;12;;;;0;;16;1;;Outono
1921;6;19;20,4;;;28,8;;;;;;12;;;;0;;16;1;;Outono
1921;6;20;20,5;;;27;;;;;;14;;;;0;;16;1;;Outono
1921;6;21;15;;;20;;;;;;10;;;;0;;16;1;;Inverno
1921;6;22;15,7;;;23,4;;;;;;8;;;;0;;16;1;;Inverno
1921;6;23;18,1;;;26,4;;;;;;9,8;;;;0;;16;1;;Inverno
1921;6;24;19;;;27;;;;;;11;;;;0;;16;1;;Inverno
1921;6;25;19,4;;;27,2;;;;;;11,6;;;;0;;16;1;;Inverno
1921;6;26;18,1;;;26;;;;;;10,2;;;;0;;16;1;;Inverno
1921;6;27;17;;;25;;;;;;9;;;;0;;16;1;;Inverno
1921;6;28;16,8;;;26;;;;;;7,6;;;;0;;16;1;;Inverno
1921;6;29;16,8;;;26,5;;;;;;7;;;;0;;16;1;;Inverno
1921;6;30;19,2;;;27;;;;;;11,4;;;;0;;16;1;;Inverno
1921;7;1;21,5;;;28;;;;;;15;;;;0;;16;2;;Inverno
1921;7;2;20,6;;;29,2;;;;;;12;;;;0;;16;2;;Inverno
1921;7;3;22,1;;;30,4;;;;;;13,8;;;;0;;16;2;;Inverno
1921;7;4;19,3;;;26;;;;;;12,6;;;;3,4;;0;2;;Inverno
1921;7;5;13,3;;;16,6;;;;;;10;;;;0,4;;0;2;;Inverno
1921;7;6;11,2;;;17,6;;;;;;4,8;;;;0;;28;2;;Inverno
1921;7;7;10,3;;;20;;;;;;0,5;;;;0;;28;2;;Inverno
1921;7;8;17,9;;;23;;;;;;12,8;;;;0;;28;2;;Inverno
1921;7;9;14,4;;;25;;;;;;3,8;;;;0;;28;2;;Inverno
1921;7;10;14,6;;;24,2;;;;;;5;;;;0;;28;2;;Inverno
1921;7;11;16;;;23;;;;;;9;;;;0;;28;2;;Inverno
1921;7;12;9,8;;;18;;;;;;1,5;;;;0;;28;2;;Inverno
1921;7;13;11,9;;;17,4;;;;;;6,5;;;;0;;28;2;;Inverno
1921;7;14;12,5;;;23;;;;;;2;;;;0;;28;2;;Inverno
1921;7;15;13,7;;;23,2;;;;;;4,2;;;;0;;28;2;;Inverno
1921;7;16;15,2;;;25;;;;;;5,4;;;;0;;28;2;;Inverno
1921;7;17;15,1;;;24,2;;;;;;6;;;;0;;28;2;;Inverno
1921;7;18;15,9;;;26;;;;;;5,8;;;;0;;28;2;;Inverno
1921;7;19;15,1;;;23,4;;;;;;6,8;;;;0;;28;2;;Inverno
1921;7;20;14,1;;;24;;;;;;4,2;;;;0;;28;2;;Inverno
1921;7;21;15;;;24,2;;;;;;5,8;;;;0;;28;2;;Inverno
1921;7;22;16,9;;;26,8;;;;;;7;;;;0;;28;2;;Inverno
1921;7;23;19,2;;;28;;;;;;10,4;;;;0;;28;2;;Inverno
1921;7;24;19,5;;;29;;;;;;10;;;;0;;28;2;;Inverno
1921;7;25;19,9;;;29,2;;;;;;10,6;;;;0;;28;2;;Inverno
1921;7;26;18,4;;;26,8;;;;;;10;;;;0;;28;2;;Inverno
1921;7;27;17,5;;;26,4;;;;;;8,6;;;;0;;28;2;;Inverno
1921;7;28;17,6;;;26,8;;;;;;8,5;;;;0;;28;2;;Inverno
1921;7;29;16,9;;;25,8;;;;;;8;;;;0;;28;2;;Inverno
1921;7;30;16,2;;;25,4;;;;;;7;;;;0;;28;2;;Inverno
1921;7;31;15,9;;;24,8;;;;;;7;;;;0;;28;2;;Inverno
1921;8;1;16,6;;;26,8;;;;;;6,5;;;;0;;28;2;;Inverno
1921;8;2;18;;;27;;;;;;9;;;;0;;28;2;;Inverno
1921;8;3;17;;;23;;;;;;11;;;;24;;0;2;;Inverno
1921;8;4;17,6;;;21,2;;;;;;14;;;;0;;17;2;;Inverno
1921;8;5;21,6;;;30,2;;;;;;13;;;;0;;17;2;;Inverno
1921;8;6;24,1;;;32,2;;;;;;16;;;;0;;17;2;;Inverno
1921;8;7;23,4;;;31,2;;;;;;15,6;;;;0;;17;2;;Inverno
1921;8;8;22,4;;;29,2;;;;;;15,6;;;;0;;17;2;;Inverno
1921;8;9;19,7;;;28,4;;;;;;11;;;;0;;17;2;;Inverno
1921;8;10;20,5;;;30;;;;;;11;;;;0;;17;2;;Inverno
1921;8;11;20;;;30;;;;;;10;;;;0;;17;2;;Inverno
1921;8;12;19;;;26,6;;;;;;11,4;;;;0;;17;2;;Inverno
1921;8;13;19,4;;;28;;;;;;10,8;;;;0;;17;2;;Inverno
1921;8;14;18,7;;;27,4;;;;;;10;;;;0;;17;2;;Inverno
1921;8;15;19,8;;;29,2;;;;;;10,4;;;;0;;17;2;;Inverno
1921;8;16;20,9;;;31;;;;;;10,8;;;;0;;17;2;;Inverno
1921;8;17;21,4;;;27,4;;;;;;15,4;;;;0;;17;2;;Inverno
1921;8;18;23;;;33;;;;;;13;;;;0;;17;2;;Inverno
1921;8;19;26,5;;;34,4;;;;;;18,6;;;;0;;17;2;;Inverno
1921;8;20;23,4;;;30,4;;;;;;16,4;;;;0;;17;2;;Inverno
1921;8;21;17,3;;;19,6;;;;;;15;;;;0,5;;0;2;;Inverno
1921;8;22;19,2;;;25;;;;;;13,4;;;;0;;8;2;;Inverno
1921;8;23;20,1;;;29;;;;;;11,2;;;;0;;8;2;;Inverno
1921;8;24;23,5;;;31,6;;;;;;15,4;;;;0;;8;2;;Inverno
1921;8;25;21;;;30;;;;;;12;;;;0;;8;2;;Inverno
1921;8;26;23;;;33;;;;;;13;;;;0;;8;2;;Inverno
1921;8;27;22,6;;;32,2;;;;;;13;;;;0;;8;2;;Inverno
1921;8;28;20,9;;;29,8;;;;;;12;;;;0;;8;2;;Inverno
1921;8;29;20,8;;;29,5;;;;;;12;;;;0;;8;2;;Inverno
1921;8;30;16,3;;;19;;;;;;13,6;;;;2;;0;2;;Inverno
1921;8;31;11,7;;;16;;;;;;7,4;;;;0;;14;2;;Inverno
1921;9;1;12,5;;;18;;;;;;7;;;;0;;14;2;;Inverno
1921;9;2;11,9;;;20;;;;;;3,8;;;;0;;14;2;;Inverno
1921;9;3;16,2;;;24,4;;;;;;8;;;;0;;14;2;;Inverno
1921;9;4;18,6;;;28,2;;;;;;9;;;;0;;14;2;;Inverno
1921;9;5;19,6;;;30;;;;;;9,2;;;;0;;14;2;;Inverno
1921;9;6;20,5;;;31;;;;;;10;;;;0;;14;2;;Inverno
1921;9;7;20;;;30;;;;;;10;;;;0;;14;2;;Inverno
1921;9;8;20,8;;;31;;;;;;10,6;;;;0;;14;2;;Inverno
1921;9;9;20,8;;;30,4;;;;;;11,2;;;;0;;14;2;;Inverno
1921;9;10;21,1;;;28,2;;;;;;14;;;;0;;14;2;;Inverno
1921;9;11;21,1;;;29,2;;;;;;13;;;;0;;14;2;;Inverno
1921;9;12;20,2;;;27,4;;;;;;13;;;;0;;14;2;;Inverno
1921;9;13;21,6;;;28,6;;;;;;14,6;;;;0;;14;2;;Inverno
1921;9;14;19,3;;;22,5;;;;;;16;;;;0,5;;0;2;;Inverno
1921;9;15;23,7;;;31,4;;;;;;16;;;;4,1;;0;2;;Inverno
1921;9;16;16,7;;;21,4;;;;;;12;;;;4;;0;2;;Inverno
1921;9;17;15,3;;;21,8;;;;;;8,8;;;;0;;9;2;;Inverno
1921;9;18;17,3;;;24,2;;;;;;10,4;;;;0;;9;2;;Inverno
1921;9;19;17,2;;;24;;;;;;10,4;;;;0;;9;2;;Inverno
1921;9;20;16,9;;;26,5;;;;;;7,2;;;;0;;9;2;;Inverno
1921;9;21;18,8;;;28,8;;;;;;8,8;;;;0;;9;2;;Inverno
1921;9;22;19,5;;;27,4;;;;;;11,6;;;;0;;9;2;;Inverno
1921;9;23;20,5;;;28,2;;;;;;12,8;;;;0;;9;2;;Primavera
1921;9;24;17,3;;;20;;;;;;14,6;;;;0;;9;2;;Primavera
1921;9;25;20,5;;;27,1;;;;;;14;;;;0;;9;2;;Primavera
1921;9;26;19,7;;;23;;;;;;16,4;;;;1;;0;2;;Primavera
1921;9;27;25,5;;;35;;;;;;16;;;;25;;0;2;;Primavera
1921;9;28;22,5;;;28;;;;;;17;;;;0,6;;0;2;;Primavera
1921;9;29;20,8;;;26,8;;;;;;14,8;;;;0;;5;2;;Primavera
1921;9;30;18,7;;;26,4;;;;;;11;;;;0;;5;2;;Primavera
1921;10;1;20,4;;;28,4;;;;;;12,4;;;;0;;5;2;;Primavera
1921;10;2;21,5;;;31;;;;;;12;;;;0;;5;2;;Primavera
1921;10;3;20,1;;;27;;;;;;13,2;;;;0;;5;2;;Primavera
1921;10;4;24;;;31;;;;;;17;;;;18;;0;2;;Primavera
1921;10;5;19;;;22,5;;;;;;15,4;;;;7;;0;2;;Primavera
1921;10;6;17,1;;;21,2;;;;;;13;;;;0;;10;2;;Primavera
1921;10;7;17,8;;;25;;;;;;10,6;;;;0;;10;2;;Primavera
1921;10;8;18,3;;;26,5;;;;;;10;;;;0;;10;2;;Primavera
1921;10;9;19,2;;;28,4;;;;;;10;;;;0;;10;2;;Primavera
1921;10;10;20,3;;;30;;;;;;10,6;;;;0;;10;2;;Primavera
1921;10;11;23;;;32;;;;;;14;;;;0;;10;2;;Primavera
1921;10;12;21;;;29,2;;;;;;12,8;;;;0;;10;2;;Primavera
1921;10;13;21,7;;;29,8;;;;;;13,6;;;;0;;10;2;;Primavera
1921;10;14;21,5;;;28,4;;;;;;14,6;;;;0;;10;2;;Primavera
1921;10;15;22,9;;;32;;;;;;13,8;;;;0;;10;2;;Primavera
1921;10;16;23,4;;;31,8;;;;;;15;;;;17;;0;2;;Primavera
1921;10;17;22,5;;;26;;;;;;19;;;;10,2;;0;2;;Primavera
1921;10;18;20,9;;;24,4;;;;;;17,4;;;;2;;0;2;;Primavera
1921;10;19;21,3;;;27,2;;;;;;15,4;;;;0;;5;2;;Primavera
1921;10;20;21,3;;;28,4;;;;;;14,2;;;;0;;5;2;;Primavera
1921;10;21;20;;;29;;;;;;11;;;;0;;5;2;;Primavera
1921;10;22;19,7;;;26,2;;;;;;13,2;;;;0;;5;2;;Primavera
1921;10;23;21,1;;;29,2;;;;;;13;;;;0;;5;2;;Primavera
1921;10;24;22;;;27,6;;;;;;16,4;;;;1,5;;0;2;;Primavera
1921;10;25;22,6;;;32;;;;;;13,2;;;;0;;1;2;;Primavera
1921;10;26;25,3;;;33,5;;;;;;17;;;;4;;0;2;;Primavera
1921;10;27;25,2;;;32;;;;;;18,4;;;;0;;6;2;;Primavera
1921;10;28;19;;;26;;;;;;12;;;;0;;6;2;;Primavera
1921;10;29;18,9;;;27,2;;;;;;10,6;;;;0;;6;2;;Primavera
1921;10;30;18,9;;;27,8;;;;;;10;;;;0;;6;2;;Primavera
1921;10;31;21,6;;;30,2;;;;;;13;;;;0;;6;2;;Primavera
1921;11;1;22,1;;;26,2;;;;;;18;;;;0;;6;2;;Primavera
1921;11;2;22,4;;;30;;;;;;14,8;;;;1,8;;0;2;;Primavera
1921;11;3;22;;;28;;;;;;16;;;;8,5;;0;2;;Primavera
1921;11;4;22,9;;;29;;;;;;16,8;;;;0;;1;2;;Primavera
1921;11;5;24,3;;;31;;;;;;17,5;;;;0,6;;0;2;;Primavera
1921;11;6;23;;;29,1;;;;;;17;;;;0;;10;2;;Primavera
1921;11;7;18,7;;;23,2;;;;;;14,2;;;;0;;10;2;;Primavera
1921;11;8;18,1;;;24,2;;;;;;12;;;;0;;10;2;;Primavera
1921;11;9;17,4;;;25,4;;;;;;9,4;;;;0;;10;2;;Primavera
1921;11;10;18,9;;;28,8;;;;;;9;;;;0;;10;2;;Primavera
1921;11;11;18,8;;;28,8;;;;;;8,8;;;;0;;10;2;;Primavera
1921;11;12;21,1;;;30,2;;;;;;12;;;;0;;10;2;;Primavera
1921;11;13;22,1;;;30,2;;;;;;14;;;;0;;10;2;;Primavera
1921;11;14;23,3;;;31,8;;;;;;14,8;;;;0;;10;2;;Primavera
1921;11;15;24,5;;;33;;;;;;16;;;;0;;10;2;;Primavera
1921;11;16;25,1;;;34,2;;;;;;16;;;;0,7;;0;2;;Primavera
1921;11;17;26,2;;;33,4;;;;;;19;;;;0,4;;0;2;;Primavera
1921;11;18;26;;;33;;;;;;19;;;;7;;0;2;;Primavera
1921;11;19;22,1;;;24;;;;;;20,2;;;;4,2;;0;2;;Primavera
1921;11;20;23,3;;;29;;;;;;17,5;;;;0;;7;2;;Primavera
1921;11;21;22,3;;;30,4;;;;;;14,2;;;;0;;7;2;;Primavera
1921;11;22;21,5;;;29,1;;;;;;13,8;;;;0;;7;2;;Primavera
1921;11;23;25,1;;;34,4;;;;;;15,8;;;;0;;7;2;;Primavera
1921;11;24;25;;;33;;;;;;17;;;;0;;7;2;;Primavera
1921;11;25;22;;;29;;;;;;15;;;;0;;7;2;;Primavera
1921;11;26;23,5;;;34,4;;;;;;12,6;;;;0;;7;2;;Primavera
1921;11;27;26;;;36;;;;;;16;;;;4,5;;0;2;;Primavera
1921;11;28;25;;;31;;;;;;19;;;;10;;0;2;;Primavera
1921;11;29;25,2;;;31,8;;;;;;18,6;;;;0;;5;2;;Primavera
1921;11;30;23,4;;;30,2;;;;;;16,6;;;;0;;5;2;;Primavera
1921;12;1;24;;;33,6;;;;;;14,5;;;;0;;5;2;;Primavera
1921;12;2;24,5;;;32;;;;;;17;;;;0;;5;2;;Primavera
1921;12;3;25,1;;;33,2;;;;;;17;;;;0;;5;2;;Primavera
1921;12;4;26;;;34;;;;;;18;;;;32;;0;2;;Primavera
1921;12;5;22;;;24;;;;;;20;;;;65;;0;2;;Primavera
1921;12;6;24,5;;;30,1;;;;;;19;;;;0;;12;2;;Primavera
1921;12;7;22,3;;;27,6;;;;;;17;;;;0;;12;2;;Primavera
1921;12;8;21,5;;;28,6;;;;;;14,4;;;;0;;12;2;;Primavera
1921;12;9;21,4;;;30;;;;;;12,8;;;;0;;12;2;;Primavera
1921;12;10;22;;;31;;;;;;13;;;;0;;12;2;;Primavera
1921;12;11;23,7;;;32,4;;;;;;15;;;;0;;12;2;;Primavera
1921;12;12;24,8;;;32,6;;;;;;17;;;;0;;12;2;;Primavera
1921;12;13;26,2;;;33,4;;;;;;19;;;;0;;12;2;;Primavera
1921;12;14;26,6;;;33,8;;;;;;19,4;;;;0;;12;2;;Primavera
1921;12;15;27,2;;;33,6;;;;;;20,8;;;;0;;12;2;;Primavera
1921;12;16;26;;;32,8;;;;;;19,2;;;;0;;12;2;;Primavera
1921;12;17;25,6;;;32;;;;;;19,2;;;;0;;12;2;;Primavera
1921;12;18;24,2;;;29;;;;;;19,4;;;;6;;0;2;;Primavera
1921;12;19;25,7;;;31,2;;;;;;20,2;;;;5,5;;0;2;;Primavera
1921;12;20;22;;;24;;;;;;20;;;;7,6;;0;2;;Primavera
1921;12;21;25;;;30;;;;;;20;;;;0;;1;2;;Primavera
1921;12;22;26,4;;;33;;;;;;19,8;;;;0,5;;0;2;;Verão
1921;12;23;26,7;;;32,4;;;;;;21;;;;0;;1;2;;Verão
1921;12;24;28;;;35;;;;;;21;;;;30;;0;2;;Verão
1921;12;25;25;;;29;;;;;;21;;;;6;;0;2;;Verão
1921;12;26;19,6;;;22,8;;;;;;16,4;;;;0;;2;2;;Verão
1921;12;27;20,8;;;27,6;;;;;;14;;;;0;;2;2;;Verão
1921;12;28;22,3;;;26,6;;;;;;18;;;;25;;0;2;;Verão
