date,plot,species,si.offset.e,si.offset.n,tree.easting,tree.northing,sensor.est.e,sensor.est.n,dbh,height,cbh,rad.in,rad.out,distance,bearing,east.center,north.center,tag
2013-09-26,PLT0013,pinust,153.1880035,214.8159943,731746.088,4713436.716,731749.6881,4713442.26,39,25.6,16.8,1.67,1.84,6.61,213,3.600064021,5.543612454,80892
2013-09-26,PLT0013,pinust,146.7120056,213.2319946,731739.612,4713435.132,731751.8271,4713440.317,56.7,27.5,19.1,2.33,2.86,13.27,247,12.21509941,5.185002075,80877
2013-09-26,PLT0013,tsugca,157.2429962,219.4669952,731750.143,4713441.367,731752.4264,4713440.536,44.2,23.1,14.4,2.49,1.23,2.43,290,2.283453069,-0.831108948,80893
2013-09-26,PLT0013,tsugca,155.8890076,224.654007,731748.789,4713446.554,731752.3342,4713440.881,36.4,23,14.5,3.02,2.51,6.69,328,3.545159878,-5.673441763,80989
2013-09-26,PLT0017,tsugca,162.0890045,183.0740051,731754.989,4713404.974,731752.4629,4713396.712,48.8,23.6,12.8,3.59,1.48,8.64,17,-2.526091529,-8.262473092,90737
2013-09-26,PLT0017,tsugca,162.6369934,177.0870056,731755.537,4713398.987,731753.3137,4713396.603,35.9,19.9,9,2.35,1.45,3.26,43,-2.223314654,-2.384213067,90676
2013-09-26,PLT0017,pinust,169.3200073,179.6860046,731762.22,4713401.586,731753.222,4713396.391,58.3,26.1,15.9,3.48,2.77,10.39,60,-8.998003945,-5.195,90682
2013-09-26,PLT0017,acerru,162.6609955,173.2700043,731755.561,4713395.17,731753.6722,4713395.857,35.3,22.6,13.5,3.5,2.97,2.01,110,-1.888782168,0.687460488,90674
2013-09-26,PLT0017,tsugca,163.2929993,171.0099945,731756.193,4713392.91,731754.218,4713396.331,24.5,17.4,13,0.26,2.64,3.95,150,-1.975,3.420800345,90699
2013-09-26,PLT0017,tsugca,160.5829926,171.9210052,731753.483,4713393.821,731753.443,4713396.111,35.3,20.5,18.9,1.51,3.17,2.29,179,-0.039966011,2.289651222,90673
2013-09-26,PLT0017,tsugca,163.0829926,164.8529968,731755.983,4713386.753,731754.0177,4713396.864,54.9,22.4,12.5,2.65,2.34,10.3,169,-1.965332652,10.11075999,90667
2013-09-26,PLT0017,tsugca,157.0749969,172.7149963,731749.975,4713394.615,731754.5131,4713396.541,31.7,1.3,1.3,NA,NA,4.93,247,4.538088928,1.926304463,80752
2013-09-26,PLT0017,tsugca,159.2409973,174.1799927,731752.141,4713396.08,731753.6575,4713396.486,9.7,8,1.4,1.42,1.88,1.57,255,1.516503547,0.406345901,80749
2013-09-26,PLT0017,tsugca,152.7610016,177.904007,731745.661,4713399.804,731751.9782,4713395.044,37.5,20.3,12.2,3.64,1.98,7.91,307,6.317206884,-4.760356833,80744
2013-09-26,PLT0026,pinust,209.6049957,128.5200043,731802.505,4713350.42,731796.3222,4713343.553,60,26.2,14.3,3.61,2.63,9.24,42,-6.182766803,-6.866658187,110538
2013-09-26,PLT0026,quervu,207.9620056,123.5830002,731800.862,4713345.483,731797.8796,4713344.217,27.3,19.5,11,0.46,2.92,3.24,67,-2.982435725,-1.265968856,110542
2013-09-26,PLT0026,quervu,206.1130066,122.3740005,731799.013,4713344.274,731796.6706,4713343.986,22.3,19.8,1.3,NA,NA,2.36,83,-2.342408918,-0.28761165,110546
2013-09-26,PLT0026,pinure,NA,NA,731592.9,4713221.9,731586.0138,4713223.364,36.1,24.3,18.3,1.79,2.01,7.04,102,-6.886159109,1.463698303,110570
2013-09-26,PLT0026,pinure,206.4530029,119.3539963,731799.353,4713341.254,731796.4696,4713343.85,24.9,20.3,16,1.98,0.37,3.88,132,-2.883401923,2.596226753,110480
2013-09-26,PLT0026,pinure,207.3399963,117.788002,731800.24,4713339.688,731798.5735,4713345.139,43.3,27.9,19.2,1.52,2.68,5.7,163,-1.666518717,5.450937109,110481
2013-09-26,PLT0026,piceab,205.0379944,118.0049973,731797.938,4713339.905,731795.1563,4713343.105,20.9,15.5,7.4,1.16,1.29,4.24,139,-2.781690283,3.19996862,110479
2013-09-26,PLT0026,piceab,204.201004,119.9039993,731797.101,4713341.804,731795.6642,4713343.457,15.4,13.7,7,1.66,1.17,2.19,139,-1.436769273,1.652813981,110478
2013-09-26,PLT0026,pinure,203.9019928,116.1240005,731796.802,4713338.024,731796.6954,4713344.133,42.7,27.4,20.9,1.87,2.59,6.11,179,-0.106634203,6.109069417,110476
2013-09-26,PLT0026,pinure,203.0310059,117.3899994,731795.931,4713339.29,731796.6162,4713343.616,29.5,20.2,16.2,3.31,0.45,4.38,189,0.685182957,4.326074932,110477
2013-09-26,PLT0026,pinure,199.6779938,116.0390015,731792.578,4713337.939,731796.7272,4713344.09,43.4,24.2,18.4,0.83,1.83,7.42,214,4.149211344,6.151458788,100697
2013-09-26,PLT0026,pinure,198.9839935,118.8779984,731791.884,4713340.778,731797.0352,4713344.66,33.9,23.8,17.7,1.38,1.17,6.45,233,5.15119904,3.881706899,100694
2013-09-26,PLT0033,querru,218.9730072,157.5529938,731811.873,4713379.453,731811.762,4713376.275,19.7,20.7,14,0.62,2.52,3.18,2,-0.1109804,-3.17806283,110633
2013-09-26,PLT0033,querru,220.2369995,159.3630066,731813.137,4713381.263,731811.965,4713376.187,28.2,24.3,12.5,0.82,3.02,5.21,13,-1.171994993,-5.076468038,120501
2013-09-26,PLT0033,tsugca,225.022995,159.2420044,731817.923,4713381.142,731812.6719,4713376.245,30.7,15.2,5.2,3.81,3.45,7.18,47,-5.251119578,-4.896748225,120503
2013-09-26,PLT0033,querru,220.8399963,156.7169952,731813.74,4713378.617,731811.4232,4713376.807,21.9,19.2,13,1.5,0.27,2.94,52,-2.316751616,-1.810044737,120498
2013-09-26,PLT0033,pinust,225.7749939,156.3099976,731818.675,4713378.21,731811.7612,4713377.115,37.3,24.1,16.7,1.16,1.08,7,81,-6.913818384,-1.095041255,120505
2013-09-26,PLT0033,pinust,227.0879974,150.5939941,731819.988,4713372.494,731812.3556,4713377.263,47.6,26.9,13.3,1.33,1.15,9,122,-7.632432865,4.769273378,120510
2013-09-26,PLT0033,tsugca,221.772995,154.0359955,731814.673,4713375.936,731812.4293,4713378.517,31,19.2,17.3,3.67,2.02,3.42,139,-2.243721879,2.581106764,120496
2013-09-26,PLT0033,querru,216.503006,151.8249969,731809.403,4713373.725,731811.9706,4713376.896,32.5,23.1,12.2,2.66,0.49,4.08,219,2.567627195,3.170755523,110637
2013-09-26,PLT0033,pinust,214.7879944,156.1860046,731807.688,4713378.086,731812.1645,4713375.706,48.7,25.1,17,1.16,3.17,5.07,298,4.476544296,-2.380220823,110623
2013-09-26,PLT0033,pinust,217.3040009,156.3139954,731810.204,4713378.214,731812.4255,4713376.35,22.9,23.3,19.4,0.65,0.39,2.9,310,2.221528885,-1.864084068,110631
2013-09-26,PLT0033,acerru,218.3339996,157.0570068,731811.234,4713378.957,731812.2303,4713376.362,26.2,22,10.2,3.02,2.57,2.78,339,0.9962629,-2.595353586,110632
2013-09-26,PLT0046,pinust,236.7940063,136.4609985,731829.694,4713358.361,731830.6006,4713354.434,25.2,17.6,15.9,0.58,0.57,4.03,347,0.906552749,-3.926711361,120454
2013-09-26,PLT0046,piceab,238.6470032,138.7079926,731831.547,4713360.608,731831.3306,4713354.412,38.3,24,16.7,3.08,1.91,6.2,2,-0.21637688,-6.196223128,120453
2013-09-26,PLT0046,piceab,238.6199951,134.5350037,731831.52,4713356.435,731830.674,4713354.535,14.8,10.9,8.7,0.46,0.49,2.08,24,-0.846012218,-1.900174552,120455
2013-09-26,PLT0046,querru,241.5800018,133.9420013,731834.48,4713355.842,731829.8401,4713354.061,36.2,24.3,15.2,0.55,3.67,4.97,69,-4.63989472,-1.781088709,130420
2013-09-26,PLT0046,pinust,240.1089935,132.003006,731833.009,4713353.903,731830.063,4713354.057,34.8,22.6,15.2,1.16,0.77,2.95,93,-2.945957128,0.154391071,130419
2013-09-26,PLT0046,acerru,239.9029999,130.9490051,731832.803,4713352.849,731830.837,4713354.226,10.6,14.3,8.8,2.43,1.9,2.4,125,-1.965964906,1.376583447,120459
2013-09-26,PLT0046,querru,237.0420074,129.8549957,731829.942,4713351.755,731828.355,4713353.939,19.6,21.7,14.7,0.43,2.58,2.7,144,-1.587020181,2.184345885,120469
2013-09-26,PLT0046,piceab,232.802002,126.322998,731825.702,4713348.223,731831.095,4713354.65,39.1,24.4,12.7,2.51,1.77,8.39,220,5.392988045,6.427112878,120464
2013-09-26,PLT0046,pinust,228.3540039,131.5549927,731821.254,4713353.455,731831.0905,4713353.971,45.8,27.8,16,1.87,3.17,9.85,267,9.836500917,0.515509169,120441
2013-09-26,PLT0046,acerru,236.8390045,132.9920044,731829.739,4713354.892,731831.069,4713354.892,10.8,14.1,2.8,2.54,1.05,1.33,270,1.33,4.07E-16,120458
2013-09-26,PLT0046,pinust,236.1730042,133.3560028,731829.073,4713355.256,731831.772,4713354.633,28,15.2,1.3,NA,NA,2.77,283,2.699005079,-0.623114421,120457
2013-09-26,PLT0046,piceab,236.1529999,134.0379944,731829.053,4713355.938,731831.2039,4713354.068,30.5,23.4,17.9,0.94,0.81,2.85,311,2.150922304,-1.869768233,120456
2013-09-26,PLT0046,querru,230.4420013,134.4759979,731823.342,4713356.376,731830.2807,4713352.992,39.6,22.6,12.4,4.16,5.08,7.72,296,6.938690037,-3.384225253,120447
2013-09-26,PLT0018,acerru,336.901001,148.2140045,731929.801,4713370.114,731929.5282,4713368.173,16.6,19.4,7.4,1.66,2.17,1.96,8,-0.272779278,-1.940925415,171287
2013-09-26,PLT0018,querru,340.8529968,150.3379974,731933.753,4713372.238,731928.7398,4713368.728,43.3,25.8,12.1,1.91,6.84,6.12,55,-5.013210511,-3.51028779,180859
2013-09-26,PLT0018,querru,341.9020081,142.8350067,731934.802,4713364.735,731931.5315,4713370.178,30.7,20.6,14,1.82,4.53,6.35,149,-3.270491776,5.443012359,180831
2013-09-26,PLT0018,querru,341.5880127,142.8159943,731934.488,4713364.716,731929.9949,4713370.071,34.7,23.6,15,3.02,4.27,6.99,140,-4.493085392,5.354650657,180830
2013-09-26,PLT0018,querru,336.0119934,141.0399933,731928.912,4713362.94,731931.4725,4713367.965,39.7,24.5,12.9,3.9,3,5.64,207,2.560506419,5.025276796,171292
2013-09-26,PLT0018,querru,335.0109863,146.6150055,731927.911,4713368.515,731929.7758,4713367.945,29.9,20.5,11.4,3.67,0.41,1.95,287,1.864794274,-0.570124824,171286
2013-09-26,PLT0018,querru,332.572998,148.1369934,731925.473,4713370.037,731929.7667,4713368.125,33.5,25.5,14.3,1.53,3.32,4.7,294,4.293663651,-1.911662222,171285
2013-09-26,PLT0018,querru,334.1730042,150.9309998,731927.073,4713372.831,731929.5649,4713368.335,37,22.1,11.7,1.92,2.61,5.14,331,2.491921448,-4.495545295,171283
2013-09-26,PLT0034,querru,357.8359985,150.878006,731950.736,4713372.778,731949.0174,4713365.334,34.8,20.7,14.5,0.88,1.88,7.64,13,-1.718626055,-7.444187295,180875
2013-09-26,PLT0034,piceab,356.5559998,147.0269928,731949.456,4713368.927,731948.8441,4713366.277,15.4,13.3,9.4,2.26,1.43,2.72,13,-0.611866868,-2.650286576,180886
2013-09-26,PLT0034,querru,363.7579956,142.8000031,731956.658,4713364.7,731948.7181,4713366.827,60,27.3,12.7,2.93,6.69,8.22,105,-7.939910292,2.127492551,190524
2013-09-26,PLT0034,piceab,358.6440125,141.7720032,731951.544,4713363.672,731949.4571,4713365.91,33.8,26,13.2,1.34,1.74,3.06,137,-2.086914982,2.237942327,180892
2013-09-26,PLT0034,querru,355.6530151,139.5449982,731948.553,4713361.445,731949.8911,4713366.439,32.3,26.2,15.3,2.82,0.55,5.17,195,1.338094463,4.993836522,180807
2013-09-26,PLT0034,querru,355.0589905,135.9160004,731947.959,4713357.816,731950.1124,4713365.853,44.9,26.5,11.8,1.98,2.51,8.32,195,2.153374455,8.036502875,180806
2013-09-26,PLT0034,acerru,353.4400024,143.7079926,731946.34,4713365.608,731948.6191,4713366.092,11.1,10.4,2.5,1.13,1.47,2.33,258,2.27908391,0.48443424,180882
2013-09-26,PLT0034,acerru,352.9530029,143.6560059,731945.853,4713365.556,731948.7626,4713365.505,18.7,8.4,1.3,NA,NA,2.91,271,2.909556793,-0.050786503,180881
2013-09-26,PLT0034,querru,354.0029907,145.5449982,731946.903,4713367.445,731949.2043,4713366.468,45.4,25.6,13.2,3.45,7.25,2.5,293,2.301262134,-0.976827821,180883
2013-09-26,PLT0006,piceab,366.0629883,121.8420029,731958.963,4713343.742,731958.6756,4713339.632,19.8,15.9,10.4,1.48,1.64,4.12,4,-0.287396672,-4.109963887,190460
2013-09-26,PLT0006,acerru,368.4089966,119.3300018,731961.309,4713341.23,731959.1717,4713339.437,18.6,19.2,2.8,1.98,1.18,2.79,50,-2.137263996,-1.793377431,190412
2013-09-26,PLT0006,querru,372.6149902,117.5739975,731965.515,4713339.474,731958.9872,4713340.743,36.4,22.9,12.2,3.15,3.2,6.65,101,-6.52782077,1.268879819,190424
2013-09-26,PLT0006,querru,369.2990112,111.2590027,731962.199,4713333.159,731959.1422,4713340.725,43.2,24.4,11,4.52,2.75,8.16,158,-3.056789802,7.565820253,190417
2013-09-26,PLT0006,piceab,367.8169861,115.4860001,731960.717,4713337.386,731959.3272,4713340.826,31.6,18.4,9.7,1.81,3.42,3.71,158,-1.389790462,3.4398521,190414
2013-09-26,PLT0006,querru,360.5419922,111.4990005,731953.442,4713333.399,731959.1564,4713340.209,44.8,24.3,12.4,8.09,0.74,8.89,220,5.71438185,6.810135099,190406
2013-09-26,PLT0006,acerru,365.5010071,118.2009964,731958.401,4713340.101,731959.8031,4713340.785,16.3,2.4,1.3,NA,NA,1.56,244,1.402118712,0.683858989,190411
2013-09-26,PLT0006,piceab,362.6119995,118.913002,731955.512,4713340.813,731959.0685,4713339.992,21.6,14.1,1.3,NA,NA,3.65,283,3.556450736,-0.821071348,190410
2013-09-26,PLT0006,betual,362.2600098,120.913002,731955.16,4713342.813,731958.2727,4713340.381,30.4,21.3,4.9,6.1,2.15,3.95,308,3.112642477,-2.431862828,190462
2013-09-26,PLT0044,pinust,258.5899963,72.28170013,731851.49,4713294.182,731852.1334,4713291.395,18.6,8.2,1.3,NA,NA,2.86,347,0.643360015,-2.786698385,130219
2013-09-26,PLT0044,pinust,260.6390076,71.91410065,731853.539,4713293.814,731851.6976,4713291.839,18,18.2,13.7,1.43,0.93,2.7,43,-1.841395572,-1.974654994,140275
2013-09-26,PLT0044,pinust,263.1830139,73.85079956,731856.083,4713295.751,731851.7305,4713292.471,27,17.7,13.1,1.44,1.54,5.45,53,-4.35256353,-3.279891876,140276
2013-09-26,PLT0044,tsugca,264.7179871,70.63580322,731857.618,4713292.536,731851.8315,4713292.738,29.6,16.8,6.3,3.22,2.76,5.79,92,-5.786472888,0.202068086,140293
2013-09-26,PLT0044,acerru,259.6690063,68.13700104,731852.569,4713290.037,731851.7067,4713291.974,19.8,20.7,11.5,1.26,2.7,2.12,156,-0.862281683,1.93671637,130228
2013-09-26,PLT0044,acerru,259.3890076,68.32749939,731852.289,4713290.227,731852.1621,4713292.043,13.8,20.5,10.7,0.47,2.56,1.82,176,-0.126956782,1.815566571,130229
2013-09-26,PLT0044,betupa,259.4129944,65.48789978,731852.313,4713287.388,731852.2352,4713291.847,27,15.1,1.3,NA,NA,4.46,179,-0.077837733,4.45932072,130231
2013-09-26,PLT0044,tsugca,252.7180023,67.83570099,731845.618,4713289.736,731851.4865,4713293.403,39.8,24.2,8,2.36,1.82,6.92,238,5.868492825,3.667041308,130226
2013-09-26,PLT0044,tsugca,256.5979919,70.32939911,731849.498,4713292.229,731852.2413,4713292.038,35,23.5,10.7,2.26,1.92,2.75,274,2.743301138,-0.191830303,130221
2013-09-26,PLT0044,tsugca,253.8139954,72.18740082,731846.714,4713294.087,731852.0845,4713292.238,39.1,19.8,9.2,1.61,4.98,5.68,289,5.370545509,-1.849227117,130222
2013-09-26,PLT0044,tsugca,257.3070068,71.40809631,731850.207,4713293.308,731852.1708,4713291.412,30.8,23.3,6.8,3.17,1.37,2.73,314,1.963797655,-1.896417351,130220
2013-09-26,PLT0044,acerru,254.3970032,74.61920166,731847.297,4713296.519,731851.9443,4713291.707,30.4,21.2,12.4,2.09,1.23,6.69,316,4.647264498,-4.812383264,130206
2013-10-03,PLT0040,betupa,262.9970093,280.276001,731855.897,4713502.176,731854.9859,4713503.43,26.5,23.3,11.3,3.08,1.3,1.55,144,-0.911067141,1.253976341,141162
2013-10-03,PLT0040,pinust,261.9769897,276.2850037,731854.877,4713498.185,731854.7988,4713502.664,39.2,25,17.8,1.4,2.73,4.48,179,-0.078186781,4.479317674,141098
2013-10-03,PLT0040,tsugca,258.7789917,278.4519958,731851.679,4713500.352,731855.0879,4713503.212,19.3,9.8,1.5,7.48,3.45,4.45,230,3.408897772,2.860404863,130929
2013-10-03,PLT0040,acerru,258.7319946,279.8120117,731851.632,4713501.712,731854.7837,4713503.115,20.2,20.5,5.9,2.53,2.49,3.45,246,3.151731829,1.403241419,130926
2013-10-03,PLT0040,pinust,259.6080017,280.8999939,731852.508,4713502.8,731852.508,4713500.37,16.1,1.3,1.3,NA,NA,2.43,NA,2.98E-16,-2.43,131027
2013-10-03,PLT0040,pinust,250.8860016,284.0979919,731843.786,4713505.998,731854.7503,4713503.264,55,28.5,16.4,1.6,2.55,11.3,284,10.96434171,-2.73371742,131011
2013-10-03,PLT0040,acerru,265.3970032,285.2619934,731858.297,4713507.162,731854.2466,4713503.997,21.5,22.8,11,1.72,2.65,5.14,52,-4.050375274,-3.164499983,141158
2013-10-03,PLT0040,betule,266.118988,281.7720032,731859.019,4713503.672,731854.6115,4713502.815,27.8,23.7,7.9,3.52,2.4,4.49,79,-4.407506054,-0.856732389,141161
2013-10-03,PLT0040,querru,265.0490112,279.6069946,731857.949,4713501.507,731856.2861,4713504.507,39.4,NA,NA,1.81,2.68,3.43,151,-1.662896997,2.999945595,141103
2013-10-03,PLT0038,querru,328.8970032,304.0280151,731921.797,4713525.928,731920.287,4713526.664,35.4,24.6,13.4,3.92,2.09,1.68,116,-1.509973998,0.736463527,171802
2013-10-03,PLT0038,quervu,331.1350098,302.4809875,731924.035,4713524.381,731920.034,4713526.691,22.3,22.6,11.8,0.05,1.86,4.62,120,-4.001037365,2.31,171877
2013-10-03,PLT0038,tsugca,328.2399902,300.5870056,731921.14,4713522.487,731919.7577,4713525.908,19,7.9,7.8,3.36,2.75,3.69,158,-1.38229833,3.421308423,171803
2013-10-03,PLT0038,acerru,324.4530029,299.9200134,731917.353,4713521.82,731920.2332,4713525.784,23.3,19.9,11.7,3.18,1.93,4.9,216,2.880147736,3.964183272,171722
2013-10-03,PLT0038,querru,328.3519897,307.651001,731921.252,4713529.551,731919.0373,4713526.612,43.3,27.2,10.3,4.4,3.11,3.68,37,-2.214679285,-2.938978677,171797
2013-10-03,PLT0038,tsugca,329.3340149,306.1099854,731922.234,4713528.01,731920.289,4713525.996,15.4,10.4,1.8,3.45,2.73,2.8,44,-1.945043437,-2.014151441,171799
2013-10-03,PLT0038,quervu,333.1409912,309.5050049,731926.041,4713531.405,731920.1594,4713527.132,46.2,25,10.3,3.23,6.61,7.27,54,-5.881553549,-4.273198784,171883
2013-10-03,PLT0007,querru,253.279007,313.881012,731846.179,4713535.781,731847.5212,4713538.796,44.5,23,10,2.65,0,3.3,204,1.342230922,3.01470001,131056
2013-10-03,PLT0007,querru,253.7059937,313.8640137,731846.606,4713535.764,731847.5239,4713538.965,41.4,25,12.7,4.43,2.98,3.33,196,0.917872395,3.201001447,131057
2013-10-03,PLT0007,querru,255.3890076,310.3150024,731848.289,4713532.215,731847.83,4713538.779,50.9,29.8,11.2,1.65,6.58,6.58,176,-0.458997597,6.563971451,131068
2013-10-03,PLT0007,tsugca,257.5840149,312.5589905,731850.484,4713534.459,731847.058,4713538.542,17.7,12.4,0.6,3.88,2.17,5.33,140,-3.42605796,4.083016882,131065
2013-10-03,PLT0007,querru,260.17099,315.9620056,731853.071,4713537.862,731847.2645,4713538.065,46.6,22.6,11.4,3.08,2.85,5.81,92,-5.806460705,0.202766076,141239
2013-10-03,PLT0007,querru,263.5270081,315.1010132,731856.427,4713537.001,731847.1864,4713538.136,42.1,25,11.7,2.04,5.75,9.31,97,-9.240604672,1.134603587,141238
2013-10-03,PLT0007,tsugca,260.8770142,321.151001,731853.777,4713543.051,731847.2482,4713538.308,40.7,14.5,2,4.26,4.78,8.07,54,-6.528767145,-4.743426986,141278
2013-10-03,PLT0007,querru,255.7279968,320.4519958,731848.628,4713542.352,731846.8211,4713538.806,39.6,24.2,11.9,0.62,8.69,3.98,27,-1.806882189,-3.546205966,131151
2013-10-03,PLT0007,tsugca,252.6840057,318.8559875,731845.584,4713540.756,731847.2734,4713539.181,15.7,11.5,1.8,2.61,1.52,2.31,313,1.689427051,-1.575416212,131060
2013-10-03,PLT0007,Fagugr,250.3549957,315.4150085,731843.255,4713537.315,731847.2769,4713538.779,28.7,19.3,4.2,5.56,4.8,4.28,250,4.021884417,1.463846213,131058
2013-10-03,PLT0015,querru,252.6970062,350.4570007,731845.597,4713572.357,731847.866,4713573.667,56.5,28.6,11.1,7.32,7.49,2.62,240,2.268986558,1.31,131203
2013-10-03,PLT0015,tsugca,255.871994,349.7479858,731848.772,4713571.648,731848.109,4713573.375,9.1,7.4,1.3,2.11,2.29,1.85,159,-0.662980707,1.727123789,131205
2013-10-03,PLT0035,tsugca,181.8370056,343.7680054,731774.737,4713565.668,731773.5143,4713565.928,37.3,22.2,11.9,2.36,5.68,1.25,102,-1.222684501,0.259889614,101400
2013-10-03,PLT0035,tsugca,179.0740051,340.4129944,731771.974,4713562.313,731774.1716,4713565.571,47.2,22.4,10.3,1.81,4.99,3.93,214,2.197628111,3.25811766,91251
2013-10-03,PLT0035,tsugca,179.0429993,341.7279968,731771.943,4713563.628,731774.0549,4713565.278,21.4,20.9,10.9,1.88,0.7,2.68,232,2.11186882,1.649972754,91250
2013-10-03,PLT0035,tsugca,175.9819946,343.3619995,731768.882,4713565.262,731770.1512,4713565.218,26.3,16.3,3.6,2.69,5.37,1.27,272,1.26922635,-0.044322361,91253
2013-10-03,PLT0035,tsugca,181.9660034,347.9370117,731774.866,4713569.837,731773.474,4713566.012,26,22.7,7.2,1.82,2.44,4.07,20,-1.392021983,-3.824548967,101402
2013-10-03,PLT0035,tsugca,181.4499969,346.0280151,731774.35,4713567.928,731773.5162,4713566.055,34,23.9,7.7,2.17,1.6,2.05,24,-0.833810118,-1.872768188,101401
2013-10-03,PLT0035,pinust,185.2359924,347.8829956,731778.136,4713569.783,731774.3088,4713566.337,50.8,26.1,11.8,3.12,4.14,5.15,48,-3.827195851,-3.446022623,101405
2013-10-03,PLT0008,tsugca,192.0350037,459.6040039,731784.935,4713681.504,731785.9538,4713679.588,26.8,14,6.4,5.44,1.75,2.17,332,1.018753291,-1.915996277,101815
2013-10-03,PLT0008,tsugca,195.0350037,461.8479919,731787.935,4713683.748,731787.021,4713679.046,30,14.8,9.2,2.27,2.41,4.79,11,-0.913975088,-4.701994209,101927
2013-10-03,PLT0008,tsugca,196.8220062,460.1319885,731789.722,4713682.032,731786.4562,4713678.878,39.1,21.1,13.3,4.4,2.5,4.54,46,-3.265802694,-3.153749002,101924
2013-10-03,PLT0008,acerru,196.9790039,455.5910034,731789.879,4713677.491,731786.042,4713678.964,24.2,20.1,11.6,2.36,1.67,4.11,111,-3.837015553,1.472892273,101819
2013-10-03,PLT0008,tsugca,200.072998,452.5,731792.973,4713674.4,731786.3987,4713678.834,34.6,20.6,2.4,3.08,3.68,7.93,124,-6.57426795,4.434399725,111758
2013-10-03,PLT0008,tsugca,191.6430054,453.7659912,731784.543,4713675.666,731785.9334,4713678.648,42.7,21.3,4.6,4.5,3.86,3.29,205,1.390414081,2.981752619,101812
2013-10-03,PLT0008,acerru,187.8220062,455.1700134,731780.722,4713677.07,731786.5224,4713678.303,27.5,18.6,9.2,1.8,3.45,5.93,258,5.800415272,1.232916327,101804
2013-10-03,PLT0008,tsugca,188.2339935,456.381012,731781.134,4713678.281,731786.2735,4713679.003,27.3,18.3,11.4,2.52,1.74,5.19,262,5.139491277,0.722308394,101803
2013-10-03,PLT0008,tsugca,187.1779938,457.5830078,731780.078,4713679.483,731786.4927,4713680.157,30.8,15.5,9.1,2.08,4.8,6.45,264,6.414666225,0.674208588,101801
2013-10-03,PLT0008,acerru,189.8730011,460.8150024,731782.773,4713682.715,731786.5519,4713678.802,26.5,18.7,11.1,2.19,1.67,5.44,316,3.778941535,-3.913208514,101877
2013-10-03,PLT0008,acerru,190.7810059,460.0700073,731783.681,4713681.97,731785.8617,4713678.969,17,19.3,12.5,3.02,0.52,3.71,324,2.180683286,-3.001453049,101929
2013-10-03,PLT0027,tsugca,123.9940033,420.8649902,731716.894,4713642.765,731715.3241,4713640.756,24.2,18.6,9.6,4.07,1.32,2.55,38,-1.569936762,-2.009427422,71840
2013-10-03,PLT0027,querru,127.5279999,419.2990112,731720.428,4713641.199,731715.2012,4713641.382,33.5,19.4,12.1,5.23,3.67,5.23,92,-5.226814025,0.182524368,71778
2013-10-03,PLT0027,pinust,123.487999,417.0190125,731716.388,4713638.919,731715.5526,4713640.987,19.1,15.2,NA,NA,NA,2.23,158,-0.835372703,2.067619996,71775
2013-10-03,PLT0027,tsugca,120.9420013,411.5509949,731713.842,4713633.451,731715.0512,4713641.086,40.8,22,9.5,4.18,3.59,7.73,189,1.209238415,7.634830873,71774
2013-10-03,PLT0027,pinust,116.7679977,410.928009,731709.668,4713632.828,731715.6025,4713640.156,38.3,19.7,13.4,5.08,6.05,9.43,219,5.934491288,7.328486417,61838
2013-10-03,PLT0027,tsugca,119.8379974,418.6279907,731712.738,4713640.528,731715.5746,4713641.505,29.3,16.6,6.6,3.34,2.16,3,251,2.836555727,0.976704463,61834
2013-10-03,PLT0027,pinust,118.1729965,418.9049988,731711.073,4713640.805,731716.163,4713641.52,43.8,24.2,13.7,5.17,2.96,5.14,262,5.089977873,0.715349739,61832
2013-10-03,PLT0027,tsugca,119.8580017,419.1849976,731712.758,4713641.085,731714.9626,4713640.931,21,8.7,NA,NA,NA,2.21,274,2.204616551,-0.154161807,61833
2013-10-03,PLT0027,pinust,114.3219986,421.3269958,731707.222,4713643.227,731715.1978,4713641.238,52.1,24.2,12.9,4.92,9.92,8.22,284,7.97583087,-1.988597982,61947
2013-10-03,PLT0027,acerru,118.7979965,423.1610107,731711.698,4713645.061,731716.0467,4713640.712,25.2,21.9,13.1,-0.94,3.79,6.15,315,4.348706704,-4.348706704,61945
2013-10-03,PLT0027,betule,121.2929993,420.4049988,731714.193,4713642.305,731715.3874,4713640.776,17.5,19.7,11.7,1.73,4.2,1.94,322,1.194383262,-1.528740862,71841
2013-10-03,PLT0027,betule,121.4250031,420.45401,731714.325,4713642.354,731715.4083,4713640.916,19,2.7,NA,NA,NA,1.8,323,1.083267042,-1.437543918,71842
2013-10-03,PLT0027,betule,124.5289993,424.6459961,731717.429,4713646.546,731714.8594,4713641.503,25.1,20.2,11,3.1,4.66,5.66,27,-2.569586229,-5.043096927,71839
2013-10-03,PLT0027,tsugca,124.512001,424.1629944,731717.412,4713646.063,731714.7853,4713641.691,23.8,18.8,8,1.49,2.98,5.1,31,-2.626694182,-4.371553234,71838
2013-10-03,PLT0009,tsugca,96.64040375,377.4719849,731689.5404,4713599.372,731690.7781,4713598.296,18.9,18.4,7.6,2.43,2.87,1.64,311,1.237723712,-1.075936808,51774
2013-10-03,PLT0009,tsugca,100.3679962,383.9890137,731693.268,4713605.889,731690.5365,4713597.956,45.4,24,11.1,3.79,3.42,8.39,19,-2.731516816,-7.932900849,61703
